7CN3ENwfMBE_000096_000106#zh#0 一个穿着黑色衣服的人和另一个拿着纸在说话。
ywDQbgsXuXE_000019_000029#zh#6 一个男人正在非常激动的操作面前的取款机，并取出自己的银行卡。
ywDQbgsXuXE_000019_000029#zh#7 一个男子在ATM上打字，录想的女子在大笑。
ywDQbgsXuXE_000019_000029#zh#8 一个穿白色上衣的男人正在取款机数钱。
ywDQbgsXuXE_000019_000029#zh#9 一个人在一台机器上手忙脚乱的操作着，不一会儿面带微笑的拿起一张卡片。
nRbqBLBlLLs_000078_000088#zh#0 一个人在取款机前进行取款操作，打印了凭条，随后退卡。
nRbqBLBlLLs_000078_000088#zh#1 银行自动取款机先吐出一张纸条，之后又吐出一张卡。
nRbqBLBlLLs_000078_000088#zh#2 一个人拿着几张钞票在银行取钱然后拿了凭证条。
nRbqBLBlLLs_000078_000088#zh#3 一个人在取款机前手里拿着两张钞票，还拿了打印出来的回单，最后取回了卡。
nRbqBLBlLLs_000078_000088#zh#4 一个人在自助取款机取了钱打印出了小票退出了银行卡片。
nRbqBLBlLLs_000078_000088#zh#5 一个人拿着纸币，然后从自动取款机上拿出一张票据。
nRbqBLBlLLs_000078_000088#zh#6 一个人在自动取款机取钱，然后把发票看了一下。
nRbqBLBlLLs_000078_000088#zh#7 一个人在自动取款机上展示了两张钞票, 然后从机器上拿一个迷你报表，然后从机器上拿回他们的卡。
nRbqBLBlLLs_000078_000088#zh#8 一个人正在从自动取款机上取走收据和借记卡。
nRbqBLBlLLs_000078_000088#zh#9 个人在自动取款机前面显示现金然后拉出一个收据，而标题解释了自动取款机的攻击。
xgeJ9BS46J4_000069_000079#zh#0 一台机器正在打包一些白色的纸张，一个人在整理打包好的纸张。
xgeJ9BS46J4_000069_000079#zh#1 白色的商品通过了最后一道塑料包装的流水线，被拿起来放到了一边。
xgeJ9BS46J4_000069_000079#zh#2 传送带上有一堆打印纸，一个人把纸拿了出来。
xgeJ9BS46J4_000069_000079#zh#3 一个机器在装订一个东西，然后一个人把它拿了起来。
xgeJ9BS46J4_000069_000079#zh#4 一个人正从一个绿色的机器台子上拿起来一沓白纸。
xgeJ9BS46J4_000069_000079#zh#5 书籍在一台机器上运行，直接用熟料包裹整齐。
xgeJ9BS46J4_000069_000079#zh#6 工厂设备正被用来在批量生产环境中用玻璃纸，包裹在纸质小册子周围。
xgeJ9BS46J4_000069_000079#zh#7 车间里面机器把一叠叠的纸加上了装。
xgeJ9BS46J4_000069_000079#zh#8 一台红色大型封口机正在密封成堆的白纸。
xgeJ9BS46J4_000069_000079#zh#9 机器将成堆的纸包裹在塑料中，然后一名工人将其从传送带上取出。
qobxMYRVOsg_000064_000074#zh#0 有一台机器在运行着，有几个人在机器旁边工作。
qobxMYRVOsg_000064_000074#zh#1 一台封口机在不停地工作，有一群工人在旁边操作。
qobxMYRVOsg_000064_000074#zh#2 一个厂子里的机器在给袋子封上开口。
qobxMYRVOsg_000064_000074#zh#3 在一间房间里，有很多的机器正在工作。
qobxMYRVOsg_000064_000074#zh#4 一个穿着蓝色上衣的人正在机器旁操作。
qobxMYRVOsg_000064_000074#zh#5 一个工厂里一台机器在给一个白色的袋子封口。
qobxMYRVOsg_000064_000074#zh#6 一群工人正在工厂里使用机器密封袋子。
qobxMYRVOsg_000064_000074#zh#7 当传送带的顶部似乎被密封时, 传送带上的一个袋子会在传送带上移动。
qobxMYRVOsg_000064_000074#zh#8 一个穿着蓝色上衣的人正在操纵机器。
qobxMYRVOsg_000064_000074#zh#9 一个白色的袋子经过一个机器，然后旁边有人去处理。
eukQr3hdIRE_000009_000019#zh#0 一位工作人员正在指导另一位身穿工作服头戴蓝色安全帽的职工用工具进行准确操作。
eukQr3hdIRE_000009_000019#zh#1 一个戴蓝色头盔的男人在用电锯切割一块铁。还有一个人在帮忙。
eukQr3hdIRE_000009_000019#zh#2 一个穿着蓝色衣服的人正在锯一个东西。
eukQr3hdIRE_000009_000019#zh#3 一个戴着蓝色安全帽的人和一个戴着白色安全帽的人正在使用机器。
eukQr3hdIRE_000009_000019#zh#4 一个戴着安全帽的男人手里拿着一台切割机，放在金属板上面，另一个人在比划着。
eukQr3hdIRE_000009_000019#zh#5 一个男人抓着铁杆并切割一些边缘,另一个人指导着他们。
eukQr3hdIRE_000009_000019#zh#6 一个人正在帮助另一个人使用工具进行切割作业。
eukQr3hdIRE_000009_000019#zh#7 当一个人把手指放在刀刃上, 把刀刃移开时, 一群人和一个圆锯一起移动。
eukQr3hdIRE_000009_000019#zh#8 两个顶着舵手的男人堆着一个木箱子。
eukQr3hdIRE_000009_000019#zh#9 一个男子拿着电锯在一个物体上做着切割，旁边的男子走过来用手摸着这个物体的底部。
9j5QdwaK2gs_000009_000019#zh#0 一个戴着黑色手套的人正在拿着切割机切割木头。
9j5QdwaK2gs_000009_000019#zh#1 房间里一直带有黑色手套的手拿着一个切割机正在切割木板。
9j5QdwaK2gs_000009_000019#zh#2 一个戴着手套拿着工具的人在木板上面切割着。
9j5QdwaK2gs_000009_000019#zh#3 在一个明亮的房间，一只戴着手套的男人在用工具切木头。
9j5QdwaK2gs_000009_000019#zh#4 一个带着黑色手套的人正在用机器切割着木板。
9j5QdwaK2gs_000009_000019#zh#5 一个人用圆锯把一块木板沿着线切割。
9j5QdwaK2gs_000009_000019#zh#6 一个人拿着一个圆形的电锯把一块木板的边缘锯掉。
9j5QdwaK2gs_000009_000019#zh#7 一个人正在使用电动台锯将一块木头锯掉一小块，切掉的那块掉了下去。
9j5QdwaK2gs_000009_000019#zh#8 一个人戴着手套拿着切割机，正在把一个木方块切开。
9j5QdwaK2gs_000009_000019#zh#9 一个人使用圆锯切割一块木头, 让它尽可能直。
i2pGQ_cZGZs_000000_000010#zh#0 在室内，一双手正在使用机器切割铁板。
i2pGQ_cZGZs_000000_000010#zh#1 一只手在拿一个电据切割一块铁板。
i2pGQ_cZGZs_000000_000010#zh#2 一个拿着电动工具的人正在操作间里工作。
i2pGQ_cZGZs_000000_000010#zh#3 一台机器正沿着尺子打磨生锈的贴片。
i2pGQ_cZGZs_000000_000010#zh#4 明亮的房间内，一双手拿着电锯，在锯一块铁板。
i2pGQ_cZGZs_000000_000010#zh#5 一个人正在操作切割机切割木板。
i2pGQ_cZGZs_000000_000010#zh#6 一个人拿着手持式电圆锯切割工作台上的一块金属。
i2pGQ_cZGZs_000000_000010#zh#7 一个人用电锯正在切割一块金属，冒出很多的火花。
i2pGQ_cZGZs_000000_000010#zh#8 一个人在房间里的桌子上用锯子锯一块木头。
i2pGQ_cZGZs_000000_000010#zh#9 当一个人用圆锯切开一块木板时，火花四溅。
BJ5IT0yyDAU_000050_000060#zh#0 有两个女人站在一个大盒子面前，有人把两个娃娃从盒子里面伸了出来在舞动娃娃的身体。
BJ5IT0yyDAU_000050_000060#zh#1 两位女子正在生动的表演着可爱又搞笑的情节。
BJ5IT0yyDAU_000050_000060#zh#2 在一个房间里，有俩个穿格子衣服的女子被会说话的玩偶吸引。
BJ5IT0yyDAU_000050_000060#zh#3 两个穿裙子的女生正站在一个粉红色的房子旁边。
BJ5IT0yyDAU_000050_000060#zh#4 两个梳着小辫子的女人在表演。后面还有两个木偶。
BJ5IT0yyDAU_000050_000060#zh#5 两个女孩站在木板前，随后出现了两个木偶在讲话。
BJ5IT0yyDAU_000050_000060#zh#6 两名穿着一样条纹衣服站在木偶舞台前听木偶说话。
BJ5IT0yyDAU_000050_000060#zh#7 两个女人和几个木偶正在用葡萄牙语给孩子们进行着表演。
BJ5IT0yyDAU_000050_000060#zh#8 一个拉丁语视频的人与木偶互动的女孩在右边被称为拉奇林丁丽娜。
BJ5IT0yyDAU_000050_000060#zh#9 两个女人站在游戏屋外, 而另一个人和两个木偶一起表演。
rAnonbIcVuA_000009_000019#zh#0 在一个白色的房子里，一个红色的桌子上有个绿色的盒子，一群人在里面玩娃娃，前面还有个人在录像。
rAnonbIcVuA_000009_000019#zh#1 一个人在玩具的后面操控着玩具的动作，一个人在前面拍摄。
rAnonbIcVuA_000009_000019#zh#2 一个人在背后操作着玩具让大家很开心。
rAnonbIcVuA_000009_000019#zh#3 在一个明亮的房间，一群人在玩桌子上面的纸盒子。
rAnonbIcVuA_000009_000019#zh#4 一个台面上摆着一个表演用的盒子，后面有人在舞弄着玩偶演节目。旁边有人在用手机拍照。
rAnonbIcVuA_000009_000019#zh#5 窗帘里露出了黄色狮子木偶，然后又出现了兔子木偶和老鼠木偶。
rAnonbIcVuA_000009_000019#zh#6 一群人正在表演木偶戏，只有一位表演者可见，但其他人可以看到拍摄视频。
rAnonbIcVuA_000009_000019#zh#7 正在为观众表演木偶戏表演的一群人。
rAnonbIcVuA_000009_000019#zh#8 一场木偶戏表演引起一群人在欢笑。
rAnonbIcVuA_000009_000019#zh#9 孩子们和大人们在一个自制的窗帘后做木偶表演。
HzVJ3FqY7qA_000004_000014#zh#0 在一个电子屏幕前面，一个人拿着一个小型遥控器在讲解。
HzVJ3FqY7qA_000004_000014#zh#1 一个外国男子正在介绍手里遥控器各个按键的用途。
HzVJ3FqY7qA_000004_000014#zh#2 男子在教如何使用汽车上的遥控器并说明用途。
HzVJ3FqY7qA_000004_000014#zh#3 一个人手里拿着一个黑色的遥控器，并用手指点了点遥控器上的按键。
HzVJ3FqY7qA_000004_000014#zh#4 一个人拿着遥控器并用手指指了指上面的按键。
HzVJ3FqY7qA_000004_000014#zh#5 一个男人拿着一个遥控器，谈论着汽车收音机的功能。
HzVJ3FqY7qA_000004_000014#zh#6 两只手拿着黑色的遥控器手指着键。
HzVJ3FqY7qA_000004_000014#zh#7 一个男人展示解释了先锋品牌遥控器的功能。
HzVJ3FqY7qA_000004_000014#zh#8 一个男人正在给无线电遥控器的操作做详细的说明。
HzVJ3FqY7qA_000004_000014#zh#9 一个人正在演示并指出遥控器的功能。
hu2dBJTGJqI_000012_000022#zh#0 明亮的房间内，一个男人，拿着一些物件，在说话，旁边一台玩具飞机，在飞舞着。
hu2dBJTGJqI_000012_000022#zh#1 一个人穿西装的人在演示遥控飞机。
hu2dBJTGJqI_000012_000022#zh#2 一个穿着黑色西服戴着眼镜的男人拿着遥控器在展示飞在面前的遥控飞机。
hu2dBJTGJqI_000012_000022#zh#3 在一个明亮的室内，一个男人在玩飞机。
hu2dBJTGJqI_000012_000022#zh#4 一个男人左手拿着遥控器,在控制飞机飞行,右手拿着平板在飞机底下.。
hu2dBJTGJqI_000012_000022#zh#5 一名男子手里拿着平板电脑，一手拿着飞机遥控器，正在为企业做广告。
hu2dBJTGJqI_000012_000022#zh#6 一个穿着西装的人正在展示一种遥控飞机。
hu2dBJTGJqI_000012_000022#zh#7 一名男子手持平板电脑和一架小型直升机飞来飞去。
hu2dBJTGJqI_000012_000022#zh#8 一名身穿西装的男子正在展示一架遥控直升机。
hu2dBJTGJqI_000012_000022#zh#9 一名男子手里拿着一个 i-pad, 另一只手拿着控制器和一架直升机, 而直升机在他面前飞来飞去。
upQxczVmRRI_000042_000052#zh#0 一名男子在讲解用手机操控连接电视步骤。
upQxczVmRRI_000042_000052#zh#1 一个男人拿着遥控在大屏幕上演示触屏划动功能。
upQxczVmRRI_000042_000052#zh#2 一个男人拿着一个手机，然后通过手机控制自己身后的电脑。
upQxczVmRRI_000042_000052#zh#3 一个男人拿着手机在电脑面前进行操作。
upQxczVmRRI_000042_000052#zh#4 一个男人，拿着手机控制电脑屏幕，嘴里讲解着什么。
upQxczVmRRI_000042_000052#zh#5 一个正在使用智能手机操作着一台显示器。
upQxczVmRRI_000042_000052#zh#6 一名男子正在展示他如何用手机控制自己的电脑屏幕。
upQxczVmRRI_000042_000052#zh#7 一个男人拿着他的手机，在电脑前进行指导。
upQxczVmRRI_000042_000052#zh#8 一个人正在使用他们的手机在显示器上投射到屏幕。
upQxczVmRRI_000042_000052#zh#9 一个有印度口音的男人试图解释一个软件程序。
jOA98aXnzL8_000050_000060#zh#0 一个人一只手拿着一部遥控器然后贴在了仪器上的按钮上面。
jOA98aXnzL8_000050_000060#zh#1 一名外国人正在拿一个遥控器正在遥控一个开关。
jOA98aXnzL8_000050_000060#zh#2 一个人拿着一个遥控器，同时对着蓝色墙面上的开关进行操作。
jOA98aXnzL8_000050_000060#zh#3 一个人拿着遥控器在控制深色墙面上的开关。
jOA98aXnzL8_000050_000060#zh#4 一个人拿着一个遥控器在一个正方形的装置前面。
jOA98aXnzL8_000050_000060#zh#5 一个人演示了如何把遥控器连接到无线路由器上的教程。
jOA98aXnzL8_000050_000060#zh#6 一个人手里拿着一个东西，然后靠近墙面上的方盒子。
jOA98aXnzL8_000050_000060#zh#7 一个人正在用遥控器来控制一个开关。
jOA98aXnzL8_000050_000060#zh#8 一个男人正在展示墙壁上的一个应答器和手上的遥控器。
jOA98aXnzL8_000050_000060#zh#9 一个男人正在解释如何将一个遥控器与一个无线面板连接起来。
_dajS-slpEY_000044_000054#zh#0 一个男人骑着黑色的平衡车和别人说话。
_dajS-slpEY_000044_000054#zh#1 一个人骑着平衡车行使在马路上，被另一个人叫住。
_dajS-slpEY_000044_000054#zh#2 一位身穿红黑色外套的男人正在玩平衡车。
_dajS-slpEY_000044_000054#zh#3 在空旷的室外，一个人站在平衡车上骑车。
_dajS-slpEY_000044_000054#zh#4 在一个明亮的室外，一个人正在骑平衡车。
_dajS-slpEY_000044_000054#zh#5 一名男子骑在其中一辆平衡车上，移动之后又停止。
_dajS-slpEY_000044_000054#zh#6 一个带着头盔的人在广场上骑着代步车。
_dajS-slpEY_000044_000054#zh#7 一个人驾着小电车行走，然后和另一个人距离很近。
_dajS-slpEY_000044_000054#zh#8 一个骑行时戴着头盔的男人正在与一个拍摄骑行的人交谈。
_dajS-slpEY_000044_000054#zh#9 一个男人骑着一辆赛格威在人行道上跟人说话。
Ef40vujKnaU_000008_000018#zh#0 一个穿着短袖的小孩在地上玩吸尘器。
Ef40vujKnaU_000008_000018#zh#1 一个小朋友正拿着一件巨大的吸尘器在地上进行打扫。
Ef40vujKnaU_000008_000018#zh#2 在一个明亮的房间，一个孩子在擦地。
Ef40vujKnaU_000008_000018#zh#3 一个小男孩正一手扶着柜子一手拉着一个黑色的东西。
Ef40vujKnaU_000008_000018#zh#4 一个穿着深色衣服的人正在推着车。
Ef40vujKnaU_000008_000018#zh#5 一个小男孩正在他的房间里用吸尘器打扫房间。
Ef40vujKnaU_000008_000018#zh#6 一个男孩正在前后移动一个真空吸尘器，同时有音乐声。
Ef40vujKnaU_000008_000018#zh#7 一个男孩正在用真空吸尘器来回拖一个地方。
Ef40vujKnaU_000008_000018#zh#8 一个小孩子在房间内来回推动一台吸尘器。
Ef40vujKnaU_000008_000018#zh#9 一个小男孩在擦地毯的同时, 紧紧抓住梳妆台, 这样他就能保持平衡。
jfiQCJaiSW8_000052_000062#zh#0 一个人穿着袜子踩在地板上，用机器进行清理地板。
jfiQCJaiSW8_000052_000062#zh#1 一个穿着袜子的人在用吸尘器吸地毯上的垃圾。
jfiQCJaiSW8_000052_000062#zh#2 一个人正拿着吸尘器清理地毯上的爆米花。
jfiQCJaiSW8_000052_000062#zh#3 明亮的房间内，一个人，拿着吸尘器，在打扫卫生。
jfiQCJaiSW8_000052_000062#zh#4 在一个房间里，有一个人拿着一个机器正在清理地面。
jfiQCJaiSW8_000052_000062#zh#5 一个人拿着吸尘器正在吸地毯上一大堆鹅卵石样的东西。
jfiQCJaiSW8_000052_000062#zh#6 一个人用吸尘器清洁地板上的碎屑。
jfiQCJaiSW8_000052_000062#zh#7 一个人正在地上用吸尘器打扫卫生。
jfiQCJaiSW8_000052_000062#zh#8 一个穿袜子的人把香脆的麦片从地毯上吸出来。
jfiQCJaiSW8_000052_000062#zh#9 这位女士正在示范吸尘器的工作原理。
yB8j94x9BYg_000000_000010#zh#0 一个男子用工具清除楼梯台阶上的脏东西。
yB8j94x9BYg_000000_000010#zh#1 一个人正用机器清理楼梯毯子上的灰尘。
yB8j94x9BYg_000000_000010#zh#2 一个人在用一个工具去刮地板上的灰尘。
yB8j94x9BYg_000000_000010#zh#3 一个人拿着一个东西在刮楼梯上的灰。
yB8j94x9BYg_000000_000010#zh#4 有个人手拿着清洁器，在楼梯上的布上清洁了起来，清洁效果特别好。
yB8j94x9BYg_000000_000010#zh#5 一个人在用一台热清洗机在清洗楼梯上的地毯。
yB8j94x9BYg_000000_000010#zh#6 一个人正在用工具清理楼梯上的地毯。
yB8j94x9BYg_000000_000010#zh#7 一个人正在用机器清理楼梯地毯上的灰尘。
yB8j94x9BYg_000000_000010#zh#8 一个人展示了如何使用手持式蒸汽机来清洁的地毯并让它们看起来焕然一新。
yB8j94x9BYg_000000_000010#zh#9 一个人在楼梯上用蒸汽器清洗棕色地毯。
w9sELish_Pw_000233_000243#zh#0 一个男人在水池边说话旁边站着四个人，观众台上坐着许多人其中有许多人在举手。
w9sELish_Pw_000233_000243#zh#1 一群人在观看一个工作人员进行讲解。
w9sELish_Pw_000233_000243#zh#2 在一个阳光明媚的天气，一个人站在水池边拍掌，周围坐了许多人。
w9sELish_Pw_000233_000243#zh#3 水池边讲解员正在讲解一些东西,周围的观众都在认真的听。
w9sELish_Pw_000233_000243#zh#4 一个人挥舞着双手站在很多观众的前面，几个人站在他的旁边。
w9sELish_Pw_000233_000243#zh#5 一个男人站在一个巨大的池前对大量观众讲话。
w9sELish_Pw_000233_000243#zh#6 一群人在海洋生物展上听主持人的演讲。
w9sELish_Pw_000233_000243#zh#7 一群人正在关注一个人的指示和行动。
w9sELish_Pw_000233_000243#zh#8 一位演艺人员在一个游乐园里引领人群，他身后有一滩水。
w9sELish_Pw_000233_000243#zh#9 在室外，有一个在说话，他的1前面有很多人在看着他。
V8eZCnt23Co_000182_000192#zh#0 在动物园，一群人在栏杆外面看长颈鹿。
V8eZCnt23Co_000182_000192#zh#1 在动物园的护栏外有许多家长带着孩子们在观看动物。
V8eZCnt23Co_000182_000192#zh#2 一群人围在栏杆外边观看圈里的长颈鹿。
V8eZCnt23Co_000182_000192#zh#3 在一个动物园里，一群男女老少正在开心的玩耍。
V8eZCnt23Co_000182_000192#zh#4 很多人围在围栏外观看着围栏里的长颈鹿。
V8eZCnt23Co_000182_000192#zh#5 一群人正在动物园里观看一群长颈鹿。
V8eZCnt23Co_000182_000192#zh#6 几个人站在栅栏外面看着里面的长颈鹿。
V8eZCnt23Co_000182_000192#zh#7 孩子们吵着要在动物园看动物像长颈鹿一样，父母说话，鸟儿唧唧喳喳。
V8eZCnt23Co_000182_000192#zh#8 一个穿着上衣蓝色的男人正在抱起一个婴儿。
V8eZCnt23Co_000182_000192#zh#9 在室外，一群人在动物园看着一个长颈鹿展览。
8vkWMR7-g_U_000306_000316#zh#0 一个穿着粉色衣服的小女孩，用手里的工具给一只羊刷身体。
8vkWMR7-g_U_000306_000316#zh#1 一个小女孩拿着刷子在帮一直小羊梳毛。
8vkWMR7-g_U_000306_000316#zh#2 一个女孩给一只羊用刷子刷刷毛，羊往前走了，女孩笑了笑。
8vkWMR7-g_U_000306_000316#zh#3 一个小孩正在羊圈里跟一头羊崽玩耍。
8vkWMR7-g_U_000306_000316#zh#4 一个穿粉色衣服的孩子在用刷子给羊刷毛。
8vkWMR7-g_U_000306_000316#zh#5 一个小女孩笑着在梳理面前山羊身上的羊毛。
8vkWMR7-g_U_000306_000316#zh#6 一个小女孩拿着手上的东西帮山羊刷毛。
8vkWMR7-g_U_000306_000316#zh#7 一个穿粉红色礼服的小女孩在爱抚动物园抚摸着一只山羊。
8vkWMR7-g_U_000306_000316#zh#8 一个小女孩在咯咯地笑着, 正在刷一只山羊。
8vkWMR7-g_U_000306_000316#zh#9 在室外，一个小女孩用刷子在刷着山羊的毛发。
8F4LxG0JwfU_000012_000022#zh#0 许多人在泥里爬行，上岸后又继续奔跑。
8F4LxG0JwfU_000012_000022#zh#1 一群人从泥塘里爬上来在泥泞的道上奔跑。
8F4LxG0JwfU_000012_000022#zh#2 户外有许多人正在泥地上面奔跑着。
8F4LxG0JwfU_000012_000022#zh#3 一群人正在泥塘里爬动，然后逐个地站了起来。
8F4LxG0JwfU_000012_000022#zh#4 一群人正从泥潭里爬出来，然后向前跑去。
8F4LxG0JwfU_000012_000022#zh#5 一群男子正在参加一场比赛，他们必须爬过一个泥坑。
8F4LxG0JwfU_000012_000022#zh#6 一群人从一个泥潭中爬出来后继续向前跑区。
8F4LxG0JwfU_000012_000022#zh#7 一群人正在爬过泥泞的障碍路线。
8F4LxG0JwfU_000012_000022#zh#8 几个人在爬过铁丝网下的泥巴，同时也放着音乐。
8F4LxG0JwfU_000012_000022#zh#9 几个男人从泥坑里爬出来，继续参加比赛。
waacQBcGgVA_000026_000036#zh#0 一队戴着头盔的人在下水道里的积水里行走。
waacQBcGgVA_000026_000036#zh#1 一行人在狭窄的，充满水的隧道中前行。
waacQBcGgVA_000026_000036#zh#2 一些人排着队在地下水道中慢慢行走着。
waacQBcGgVA_000026_000036#zh#3 有人带着灯在淹有水的洞里前行，有个女子还笑出了声。
waacQBcGgVA_000026_000036#zh#4 一个人走在有积水的洞里，有两个人跟在后面。
waacQBcGgVA_000026_000036#zh#5 一些人正在穿过地下隧道，隧道里有很多的积水。
waacQBcGgVA_000026_000036#zh#6 一些人戴着探照灯头盔，走过一个装满水的下水道。
waacQBcGgVA_000026_000036#zh#7 一群头戴前灯的人在一条通向一个石头隧道的高处走着。
waacQBcGgVA_000026_000036#zh#8 一群人在探索一个充满水的隧道。
waacQBcGgVA_000026_000036#zh#9 一群人在下水道里慢慢地走着，彼此交际。
1BOQ7BWfq-0_000028_000038#zh#0 在夜幕降临的大街上，一群人在这里排队。
1BOQ7BWfq-0_000028_000038#zh#1 马路上驶过两辆车，在街上有人站立不动，有人正在行走。
1BOQ7BWfq-0_000028_000038#zh#2 一个男子拍了马路上的路人和他身后的夜景。
1BOQ7BWfq-0_000028_000038#zh#3 一个人在夜晚的马路边看着行人说着话。
1BOQ7BWfq-0_000028_000038#zh#4 夜色下的大街上几个人正在路灯下站着。
1BOQ7BWfq-0_000028_000038#zh#5 一个人拍摄在一个城市的夜晚，并与相机交谈着。
1BOQ7BWfq-0_000028_000038#zh#6 人们站在人行道上走着，一个人在说话。
1BOQ7BWfq-0_000028_000038#zh#7 一个人在黑夜的人行道走着，并提供赠品。
1BOQ7BWfq-0_000028_000038#zh#8 一个穿着黑色上衣的男人在街头上散步。
1BOQ7BWfq-0_000028_000038#zh#9 在夜晚的一个繁忙的的街道上，一个男孩在讲话，一些人在路上闲逛。
JYLv4-E28Mc_000102_000112#zh#0 一个短头发小孩正在躺在床上玩耍。
JYLv4-E28Mc_000102_000112#zh#1 一个穿着白色衣服的婴儿挥舞着小手然后笑了一下。
JYLv4-E28Mc_000102_000112#zh#2 一个小宝宝躺着伸展胳膊并且嘴动了动，脸憋的很红。
JYLv4-E28Mc_000102_000112#zh#3 一个外国小孩睁着大眼睛用手在空中挥舞着。
JYLv4-E28Mc_000102_000112#zh#4 一个穿白色衣服的小孩子躺在躺着挥动着两只小手。
JYLv4-E28Mc_000102_000112#zh#5 一个躺在垫子上扭着脸的婴儿脸红了。
JYLv4-E28Mc_000102_000112#zh#6 一名婴儿正在被拍到做鬼脸和移动手臂。
JYLv4-E28Mc_000102_000112#zh#7 一个婴儿在她的手臂伸过头顶之前就微笑了。
JYLv4-E28Mc_000102_000112#zh#8 一个躺在灰色床单上的婴儿挥舞着双手。
JYLv4-E28Mc_000102_000112#zh#9 一个年幼的婴儿根据女人的声音做出各种表情。
i0v2cJ4yMQo_000000_000010#zh#0 一个穿黑黄相间衣服的男人在睡觉，另外一个人用一个东西惊醒了他。
i0v2cJ4yMQo_000000_000010#zh#1 一个男人坐着椅子上睡觉，另一个人拿着东西砸向了桌面，这时睡觉的男人醒了并起身离去。
i0v2cJ4yMQo_000000_000010#zh#2 一个穿黄色衣服的男人躺在椅子上睡着，然后被一个人拿橙黄色的文件夹拍桌子吓醒了。
i0v2cJ4yMQo_000000_000010#zh#3 一个穿着黄色短袖的男人躺坐在椅子上。
i0v2cJ4yMQo_000000_000010#zh#4 一个男人正坐在靠背椅上打盹，被一个人过来拿书拍打旁边的桌子吵醒。
i0v2cJ4yMQo_000000_000010#zh#5 一个穿着黄色衬衫的男人坐在椅子上睡觉，然后一个人拍打物品发出巨大的响声并叫醒他。
i0v2cJ4yMQo_000000_000010#zh#6 一个穿黄色衣服的人在座椅上睡着了，另一个人拿了个东西拍了拍他旁边的桌子，把他吵醒了。
i0v2cJ4yMQo_000000_000010#zh#7 一个人用一个文件夹击打着一个沉睡的人旁边的一个桌子。
i0v2cJ4yMQo_000000_000010#zh#8 一个男人在他的办公桌边睡着了，有人猛地把他弄醒了。
i0v2cJ4yMQo_000000_000010#zh#9 一个人手上拿着一本书，把正在睡觉的人给打醒了。
tSvENDgYfKk_000038_000048#zh#0 一个宝宝在睡觉，另一个人用手给他挠痒痒，怎么也弄不醒。
tSvENDgYfKk_000038_000048#zh#1 小婴儿睡着了，大人用手在他身上抚摸着。
tSvENDgYfKk_000038_000048#zh#2 一个人在挠小宝宝痒痒，宝宝反应动作搞笑。
tSvENDgYfKk_000038_000048#zh#3 一个穿着粉红色衣服的婴儿，闭着眼睛躺在床上。
tSvENDgYfKk_000038_000048#zh#4 一个人用一只手揉着一个正在睡觉的孩子。
tSvENDgYfKk_000038_000048#zh#5 一名男子在试图叫醒熟睡的婴儿，在婴儿的胸部、腹部和手臂上搔痒。
tSvENDgYfKk_000038_000048#zh#6 一位父亲给孩子搔痒，试图叫醒她，但是她睡得很熟。
tSvENDgYfKk_000038_000048#zh#7 一名婴儿在床上睡着正香，一个人试图对她挠痒痒。
tSvENDgYfKk_000038_000048#zh#8 一个成年人正在抚摸和摩擦新生婴儿，试图将其唤醒。
tSvENDgYfKk_000038_000048#zh#9 一只手正在给一个躺在绿色毯子上的婴儿抓痒。
noCKr2pC5K0_000000_000010#zh#0 一个穿着棕色衣服的宝宝坐在儿童车里，眯了会儿眼镜后蹦蹦跳跳。
noCKr2pC5K0_000000_000010#zh#1 一个小男孩在摇摇椅上跳着跳着快要睡着了最后又清醒了。
noCKr2pC5K0_000000_000010#zh#2 一个穿着短袖的小孩子站在椅子上晃着。
noCKr2pC5K0_000000_000010#zh#3 一个穿着深色衣服的孩子站在玩具里玩耍。
noCKr2pC5K0_000000_000010#zh#4 一个小男孩坐在吊着的童车上，合着眼晃悠着。。
noCKr2pC5K0_000000_000010#zh#5 一个瞌睡的小孩看着镜头，然后身体在助行器里摇晃着。
noCKr2pC5K0_000000_000010#zh#6 一个婴儿在一个玩具车里快要睡着。
noCKr2pC5K0_000000_000010#zh#7 一个婴儿站在婴儿保护车里几乎就快要睡着了。
noCKr2pC5K0_000000_000010#zh#8 一个穿褐色衣服的婴儿站在玩具里,几乎睡着了。
noCKr2pC5K0_000000_000010#zh#9 一个婴儿在室内椅子里睡着了，在上下跳动。
IB9tRqlvXqc_000016_000026#zh#0 白天的户外，一个小男孩，踩着滑板，牵着一只狗，在道路上玩耍。
IB9tRqlvXqc_000016_000026#zh#1 一条黑狗拉着一个踩着单板的小男孩在马路上前行。
IB9tRqlvXqc_000016_000026#zh#2 一个穿着红色衣服的小男孩牵着一条狗站在平衡车上滑过来。
IB9tRqlvXqc_000016_000026#zh#3 一个穿着红衣服的小男孩在玩着滑板，还在溜着狗。
IB9tRqlvXqc_000016_000026#zh#4 一个小男孩牵着一条狗，玩滑板车。
IB9tRqlvXqc_000016_000026#zh#5 一个男孩骑着滑板，被一条在奔跑的狗拖着。
IB9tRqlvXqc_000016_000026#zh#6 一个男孩踩着滑板在街上被一条狗拉着前进。
IB9tRqlvXqc_000016_000026#zh#7 一个小男孩正在街上拉着一只租来的狗。
