G9zN5TTuGO4_000179_000189#zh#0 在野外，一个人正在悬吊在冰地里面进行作业。
LcQ3cShXEWE_000011_000021#zh#8 两个男孩正在草坪上互相朝对方扔着一些东西。
LcQ3cShXEWE_000011_000021#zh#9 两个孩子在一个室外的草坪上, 互相投掷水弹。
JUbuepvei2k_000013_000023#zh#0 一位女子正在院子里和两名小孩嬉戏打闹。
JUbuepvei2k_000013_000023#zh#1 在院子里，一个女人正抱着一个小孩，与另外一个小孩互相扔着小球嬉戏。
JUbuepvei2k_000013_000023#zh#2 一个抱着小孩的女人和另一个小孩正在玩扔水球。
JUbuepvei2k_000013_000023#zh#3 一个穿着白色短袖长发的女人，两个孩子正在玩耍。
JUbuepvei2k_000013_000023#zh#4 院子里，三个小女孩在开心地打水球。
JUbuepvei2k_000013_000023#zh#5 两个小孩子和一个成年人正拿着一桶水球在外面玩耍着。
JUbuepvei2k_000013_000023#zh#6 一个女人和两个女孩一起玩耍，投掷充满水的气球。
JUbuepvei2k_000013_000023#zh#7 一个大人和两个小孩正在，互相投掷水球。
JUbuepvei2k_000013_000023#zh#8 一个女子从一个桶里拿出一个充满水的气球扔到一个孩子身上。
JUbuepvei2k_000013_000023#zh#9 一群人在外面玩耍，一个女人把桶里的水球扔在了一个小女孩是身上。
cHJJtEVn1os_000019_000029#zh#0 几个女人往两个男人身上喷白色液体。
cHJJtEVn1os_000019_000029#zh#1 几个大人和一个小女孩使用喷水工具在太阳底下玩耍。
cHJJtEVn1os_000019_000029#zh#2 一个穿红色是的女人在院子里玩耍。
cHJJtEVn1os_000019_000029#zh#3 白天的户外，一些车辆停放在草坪上，一群人，在玩耍。
cHJJtEVn1os_000019_000029#zh#4 在一个阳光明媚的天气，有一些人正在走路。
cHJJtEVn1os_000019_000029#zh#5 一个女人将喷雾剂泡沫喷到一名躲在穿着红色短袖后面的男子身上。
cHJJtEVn1os_000019_000029#zh#6 一大群人站在车库外面玩一个游戏。
cHJJtEVn1os_000019_000029#zh#7 一群人在一个车库前面玩着游戏，他们用手里的喷雾相互喷。
cHJJtEVn1os_000019_000029#zh#8 在户外，很多人在一个栅栏边玩耍着。
cHJJtEVn1os_000019_000029#zh#9 一群人向一个穿黑色衣服的年轻男人身上喷水和投掷物品。
apjEvOG8-Zo_000039_000049#zh#0 一个穿着灰色衣服的孩子躺在沙发上，他的妈妈正在逗他。
apjEvOG8-Zo_000039_000049#zh#1 一位女人在逗躺在沙发上的小婴儿开心。
apjEvOG8-Zo_000039_000049#zh#2 一个女人正在逗自己的小孩子开心。
apjEvOG8-Zo_000039_000049#zh#3 一个大人在沙发上逗一个穿着浅颜色衣服的孩子。
apjEvOG8-Zo_000039_000049#zh#4 一个人在引逗一个穿着白色衣服的小孩。
apjEvOG8-Zo_000039_000049#zh#5 一个女人正在都躺在沙发上的小宝宝。
apjEvOG8-Zo_000039_000049#zh#6 一个女人在逗弄一个婴儿，婴儿开心的笑了。
apjEvOG8-Zo_000039_000049#zh#7 一个女人正在用手指给一个躺在沙发上的小婴儿挠痒痒，然后小婴儿笑了。
apjEvOG8-Zo_000039_000049#zh#8 一个穿着浅粉色衣服的女人正在戏弄和逗弄一个婴儿。
apjEvOG8-Zo_000039_000049#zh#9 一个女人正在逗一个躺在沙发上的小孩儿。
4x0kKZY_IhE_000057_000067#zh#0 一个人正在和躺在床上的两个小孩开心的玩耍。
4x0kKZY_IhE_000057_000067#zh#1 一个男人陪着两个小朋友在床上开心的玩耍。
4x0kKZY_IhE_000057_000067#zh#2 一位父亲在床上和两个孩子玩耍，孩子们很开心。
4x0kKZY_IhE_000057_000067#zh#3 两个小孩躺在床上，一个大人在跟他们玩耍。
4x0kKZY_IhE_000057_000067#zh#4 在一个房间里，床上有两个小宝宝和一个男人。
4x0kKZY_IhE_000057_000067#zh#5 在床上两个小男孩被一个成年人玩挠痒痒被逗得在床上翻来覆去。
4x0kKZY_IhE_000057_000067#zh#6 两个小男孩在一张床上大声的笑，一个穿蓝衬衫的男人正在逗弄着他们。
4x0kKZY_IhE_000057_000067#zh#7 有两个小男孩躺在一张床上，一个人正在挠他们的痒痒。
4x0kKZY_IhE_000057_000067#zh#8 两个男孩正躺在床上被一个男人给他挠痒痒。
4x0kKZY_IhE_000057_000067#zh#9 一个男人给两个小男孩搔痒，两个小男孩都笑得很厉害。
G91ngyXp6S0_000010_000020#zh#0 一位男子正在门口用自己技术为大家染着各种各样颜色。
G91ngyXp6S0_000010_000020#zh#1 一个穿着白色衣服的男人在制作食物。
G91ngyXp6S0_000010_000020#zh#2 一个穿白色上衣的男人蹲在路边染一些布。
G91ngyXp6S0_000010_000020#zh#3 一个人在路边坐着用各种工具渲染着布条。
G91ngyXp6S0_000010_000020#zh#4 一个穿着白色衣服的人正在洗一个红色的东西。
G91ngyXp6S0_000010_000020#zh#5 一群人在观看时一个男人在街上做起来某种类型的项目。
G91ngyXp6S0_000010_000020#zh#6 一个男人在一个男人站着看着的时候用热水把织物涂上颜色。
G91ngyXp6S0_000010_000020#zh#7 一个男人从他面前的锅里取出一块红色的布，旁边还有一个男人看着。
G91ngyXp6S0_000010_000020#zh#8 一个男人看着另一个人正在一家户外的商店里煮面。
G91ngyXp6S0_000010_000020#zh#9 在一个原始的背景下，织物正在出售，一个男人正把它们浸泡在一个锅里。
hRQK0ToE90w_000375_000385#zh#0 一个女人在用水冲洗一件衣服，并展示给别人看。
hRQK0ToE90w_000375_000385#zh#1 一名身穿黑色上衣的女人在水池里洗衣服。
hRQK0ToE90w_000375_000385#zh#2 在一个房间里，一群人欢呼着拿出一件衣服，随后又拿去洗了。
hRQK0ToE90w_000375_000385#zh#3 一个人身穿着深色的衣服在洗衣服。
hRQK0ToE90w_000375_000385#zh#4 一个穿着黑色衣服的女人正在洗衣服。
hRQK0ToE90w_000375_000385#zh#5 一个女人大笑着在水槽里冲洗着一件衬衫。
hRQK0ToE90w_000375_000385#zh#6 一个女孩拿起一件扎染衬衫, 然后一边笑, 一边把它放进水池里洗。
hRQK0ToE90w_000375_000385#zh#7 一个人从水池里拿出一件衣服，然后又放了进去，洗了起来。
hRQK0ToE90w_000375_000385#zh#8 一个穿着黑色上衣的女子拿起一条染色的衬衫。
hRQK0ToE90w_000375_000385#zh#9 一个人正在洗涤槽里把他们的织物拎起。
tEhoqyS5vVc_000234_000244#zh#0 一个穿蓝色衣服的人拿着一块肉颜色的布在展示。
tEhoqyS5vVc_000234_000244#zh#1 一个嘈杂的环境中，一个人展示着一块染了色的布。
tEhoqyS5vVc_000234_000244#zh#2 一个穿着蓝色衬衫的男人正在展示一件商品。
tEhoqyS5vVc_000234_000244#zh#3 一个穿着短袖的人，手上拿着一块带商标的布块。
tEhoqyS5vVc_000234_000244#zh#4 在一个昏暗的室内，一个穿着蓝色衣服的人，拿着一块红布。
tEhoqyS5vVc_000234_000244#zh#5 一个男人在嘈杂的环境中展示了一件五颜六色的衣服。
tEhoqyS5vVc_000234_000244#zh#6 一个人在展示着一件染了色彩的衣服，另一个人在检查衣服上的标签。
tEhoqyS5vVc_000234_000244#zh#7 一个人拿出一件红色衬衫，而另一个人看着它的标签。
tEhoqyS5vVc_000234_000244#zh#8 一个人从水里取出一件衣服，是一件颜色很鲜艳的衣服。
tEhoqyS5vVc_000234_000244#zh#9 一个穿着蓝色衣服的人手上拿着一块红色的布。
i4K7rWrsgyI_000038_000048#zh#0 一名女性背上勾着钩子，垫着脚尖走在钢丝上。
i4K7rWrsgyI_000038_000048#zh#1 一个小女孩儿身上绑着绳子在走钢丝。
i4K7rWrsgyI_000038_000048#zh#2 一个穿灰色上衣的女孩在一个场地练习着走独木桥。
i4K7rWrsgyI_000038_000048#zh#3 一个扎着头发的女人双脚站在绳子上行走。
i4K7rWrsgyI_000038_000048#zh#4 一个穿着灰色上衣的人正在练习走钢丝。
i4K7rWrsgyI_000038_000048#zh#5 一个女孩正在一条绳索上面缓慢行走。
i4K7rWrsgyI_000038_000048#zh#6 一个女孩在一根悬着的线上用脚尖在上面走路。
i4K7rWrsgyI_000038_000048#zh#7 一个穿芭蕾舞鞋的女孩在细细的钢丝绳上走着。
i4K7rWrsgyI_000038_000048#zh#8 一个带着马具和木桨的女人是在平衡木上走路的小提示。
i4K7rWrsgyI_000038_000048#zh#9 一个女孩正在一条绳索上行走，她的背部绑着一根绳索。
5P6Q57A9OUk_000284_000294#zh#0 一个穿着黑衣服的男人，拿着一根长长的棍子在走钢丝。
5P6Q57A9OUk_000284_000294#zh#1 一个男孩拿着一根长棍坐在悬空的绳子上，然后站了起来，开始倒着走。
5P6Q57A9OUk_000284_000294#zh#2 一个手中拿着长杆的人，在绳子上走路。
5P6Q57A9OUk_000284_000294#zh#3 一名身穿黑色上衣的女子，正在室外玩耍。
5P6Q57A9OUk_000284_000294#zh#4 一个穿着黑色的上衣的男人在，走钢丝。
5P6Q57A9OUk_000284_000294#zh#5 一个男孩拿着平衡杆后退着走在一根细的电线上。
5P6Q57A9OUk_000284_000294#zh#6 高空上挂着一根细杆子，一个人在上面保持平衡往后走。
5P6Q57A9OUk_000284_000294#zh#7 一个小男孩在人工搭建的绳索上练习平衡走路。
5P6Q57A9OUk_000284_000294#zh#8 一个人坐在走钢丝上, 拿着一根平衡杆, 站起来, 开始向后走。
5P6Q57A9OUk_000284_000294#zh#9 一个男人站在一根钢索上，用一根长长的竿子来保持平衡。
M4WxnBb8dww_000000_000010#zh#0 一个穿着白色衣服的女孩在房间里走路。
M4WxnBb8dww_000000_000010#zh#1 一个小女孩正在走向妈妈，走近时踮起脚尖。
M4WxnBb8dww_000000_000010#zh#2 一个穿裙子的小姑娘从毛毯的一端走到这边。
M4WxnBb8dww_000000_000010#zh#3 一个穿裙子的小孩子在室内用脚尖走路。
M4WxnBb8dww_000000_000010#zh#4 一个小女孩光脚在地毯上走来走去。
M4WxnBb8dww_000000_000010#zh#5 一个小女孩听到母亲的呼唤后走了过来并隐藏了她的脚趾，然后叫了声妈妈。
M4WxnBb8dww_000000_000010#zh#6 一位小女孩在房间里面，正试着踮着脚走路。
M4WxnBb8dww_000000_000010#zh#7 一名女子向镜头跑去说话时，与一个小女孩进行交谈。
M4WxnBb8dww_000000_000010#zh#8 一个成年人在开玩笑地与一个幼儿互动。
M4WxnBb8dww_000000_000010#zh#9 一个女性的声音告诉一个小女孩站在她的脚趾上，小孩向前走，卷起她的脚趾。
1OP0uCl3Awc_000000_000010#zh#0 一个小女孩穿着超人的衣服在做着搞怪的动作。
1OP0uCl3Awc_000000_000010#zh#1 一个穿着超人衣服的女孩站在房间里蹦蹦跳跳。
1OP0uCl3Awc_000000_000010#zh#2 金色短发小姑娘身穿超人服，在客厅跳舞。
1OP0uCl3Awc_000000_000010#zh#3 在一个明亮的房间里，一个男人穿着蓝色的衣服跳舞。
1OP0uCl3Awc_000000_000010#zh#4 一个女人随着音乐的节奏在房间里跳舞。
1OP0uCl3Awc_000000_000010#zh#5 一个穿着超人服装的年轻人在房间里跳舞病跑来跑去。
1OP0uCl3Awc_000000_000010#zh#6 一个打扮成超人的女孩在她的厨房里跳舞。
1OP0uCl3Awc_000000_000010#zh#7 一个穿得像超人的男孩，在他的房间里跳来跳去。
1OP0uCl3Awc_000000_000010#zh#8 一个穿着超人服装的人正在厨房里跳舞。
1OP0uCl3Awc_000000_000010#zh#9 一个人穿着超人的衣服在厨房里跳舞。
xn3RnUcBKAQ_000009_000019#zh#0 一个穿着花上衣的女孩光着小脚丫在房间里走来走去。
xn3RnUcBKAQ_000009_000019#zh#1 一名穿着花衣服的小女孩在房间里点着脚尖走路。
xn3RnUcBKAQ_000009_000019#zh#2 一个穿着花衣服的小女孩，踮着脚尖在房间地毯上走动。
xn3RnUcBKAQ_000009_000019#zh#3 一个穿着浅色衣服的人正在屋里转圈。
xn3RnUcBKAQ_000009_000019#zh#4 一个小女孩在房间里撸起裤脚转圈圈，快乐的玩耍着。
xn3RnUcBKAQ_000009_000019#zh#5 一个小女孩光着脚在地毯上走来走去。
xn3RnUcBKAQ_000009_000019#zh#6 一个小女孩赤脚在房间里踮起脚尖走路。
xn3RnUcBKAQ_000009_000019#zh#7 一个女孩提着自己的裤子折叠着自己的脚趾在房间里走来走去。
xn3RnUcBKAQ_000009_000019#zh#8 一个穿着印花衬衫的女孩在房间里走来走去。
xn3RnUcBKAQ_000009_000019#zh#9 一个小女孩正踮着脚用脚尖在房间里走来走去。
VihXKPrgTrE_000069_000079#zh#0 一个穿着牛仔裤的人在木地板上点起了脚。
VihXKPrgTrE_000069_000079#zh#1 木板拼接的地板上一双垫起脚后更的脚正在晃动。
VihXKPrgTrE_000069_000079#zh#2 一个人光着一双脚站在凳子上踮起了脚尖。
VihXKPrgTrE_000069_000079#zh#3 一个人踮着脚尖，在地板上坚持站立。
VihXKPrgTrE_000069_000079#zh#4 一个穿着蓝色裤子的人，光脚站在木板上。
VihXKPrgTrE_000069_000079#zh#5 一个女人站在木板上踮起脚尖，伸展双脚。
VihXKPrgTrE_000069_000079#zh#6 一个穿牛仔裤的人光着脚并踮起脚尖站在木板上。
VihXKPrgTrE_000069_000079#zh#7 一个人在木制的地表上踮起脚尖展示一个人的脚。
VihXKPrgTrE_000069_000079#zh#8 一个女人赤脚站在木地板上踮起脚尖。
VihXKPrgTrE_000069_000079#zh#9 两只脚踮起脚尖站在坚硬的地板上。
aqRD8TK9K1w_000005_000015#zh#0 白天的坏，一个小孩和一个大人，在木板上玩耍。
aqRD8TK9K1w_000005_000015#zh#1 一名穿着红色短袖绿色裤子的小朋友站在木板上面。
aqRD8TK9K1w_000005_000015#zh#2 一个身着红色上衣的小男孩儿光着脚在地板上走来走去。
aqRD8TK9K1w_000005_000015#zh#3 一个穿着红色短袖的小男孩被一个人拉着。
aqRD8TK9K1w_000005_000015#zh#4 一个穿着红色短袖光着脚丫子的小男孩正站在地板上。
aqRD8TK9K1w_000005_000015#zh#5 在甲板上有一个穿着红色上衣和花绿短裤的小男孩在走动着。
aqRD8TK9K1w_000005_000015#zh#6 一个孩子握着一个大人的手踮着脚站在地板上。
aqRD8TK9K1w_000005_000015#zh#7 一个小男孩在阳光灿烂的日子里走上了甲板。
aqRD8TK9K1w_000005_000015#zh#8 在门廊上，一个男孩在父母面前摇摇晃晃地走着。
aqRD8TK9K1w_000005_000015#zh#9 一个穿红色上衣的小孩儿正在木板上走动，然后牵着另一个人的手。
vTSO26j_g3E_000006_000016#zh#0 一个坐在轮胎上的男孩正坐在一个轮胎上在雪白的雪地上滑行。
vTSO26j_g3E_000006_000016#zh#1 一个男人带着小孩用滑雪板滑雪，从山坡上滑到坡下。
vTSO26j_g3E_000006_000016#zh#2 一个人带着一个孩子从雪坡上滑了下来。
vTSO26j_g3E_000006_000016#zh#3 一个穿着红衣服的外国男人带着一个小孩儿在雪地里滑雪。
vTSO26j_g3E_000006_000016#zh#4 一个穿红色衣服的男人抱着一个穿粉色衣服的孩子坐着轮胎从覆盖着雪的山坡上滑下来。
vTSO26j_g3E_000006_000016#zh#5 一个男人和一个小孩坐着盆从雪山上滑了下来。
vTSO26j_g3E_000006_000016#zh#6 一个男人正在和一个小孩在雪地上玩滑雪游戏。
vTSO26j_g3E_000006_000016#zh#7 个男人和一个小孩坐在滑雪板上骑着雪山下了雪山。
vTSO26j_g3E_000006_000016#zh#8 一个成年人在一个阳光灿烂的日子里滑下冰雪覆盖的小山。
vTSO26j_g3E_000006_000016#zh#9 两个人骑在雪地上的一座小山上的红色雪橇上。
GqCUEAigBWw_000012_000022#zh#0 在一片雪地上两个人在滑雪，后面有一片房子。
GqCUEAigBWw_000012_000022#zh#1 漫天的大雪，有两个人在雪地里玩耍。
GqCUEAigBWw_000012_000022#zh#2 两只小狗在雪地里互相追赶着跑来跑去。
GqCUEAigBWw_000012_000022#zh#3 两个人正在一片雪地上滑来滑去做游戏。
GqCUEAigBWw_000012_000022#zh#4 雪地上两个黑色物体在慢慢的向前移动。
GqCUEAigBWw_000012_000022#zh#5 两个人乘雪橇滑行，滑下积雪覆盖的地面。
GqCUEAigBWw_000012_000022#zh#6 在一片海滩两个东西被风吹着在滚动。
GqCUEAigBWw_000012_000022#zh#7 有几个人似乎在一块大冰面上滑冰。
GqCUEAigBWw_000012_000022#zh#8 两个人在一排建筑物前滑过一个冰封的池塘。
GqCUEAigBWw_000012_000022#zh#9 两个人正在户外的雪地上滑行，远方还有很多房子。
WOtjzZC0JPI_000001_000011#zh#0 一个穿着蓝色衣服的男人抱着一个小孩在雪地里滑雪。
WOtjzZC0JPI_000001_000011#zh#1 一个大人和一个小孩两个一起坐着从雪地的高处滑了下来。
WOtjzZC0JPI_000001_000011#zh#2 一个大人带着一个小孩坐在一个滑板里，从雪场的上坡滑了下来。
WOtjzZC0JPI_000001_000011#zh#3 一个男人和一个小孩子正坐在一个东西里滑雪。
WOtjzZC0JPI_000001_000011#zh#4 在一个户外，地面上都是雪，有两个人从高处滑下来。
WOtjzZC0JPI_000001_000011#zh#5 一个成年人和一个孩子在白雪皑皑的小山上，一起坐着雪橇向下滑。
WOtjzZC0JPI_000001_000011#zh#6 一个男人和一个孩子一起在雪坡上滑雪。
WOtjzZC0JPI_000001_000011#zh#7 一个女人和一个小孩沿着山坡滑下来是大声欢呼。
WOtjzZC0JPI_000001_000011#zh#8 当她和孩子坐在同一辆雪橇上滑下山坡的时候，这个女人尖叫着。
WOtjzZC0JPI_000001_000011#zh#9 一个女人和一个小孩，坐在雪橇上在雪地上往下划。
Kpnd15O9aYE_000013_000023#zh#0 一个穿着黑色衣服的女子在雪地上玩雪。
Kpnd15O9aYE_000013_000023#zh#1 一个女人坐在雪地里，后面有一个人坐着雪橇停下来。
Kpnd15O9aYE_000013_000023#zh#2 一个穿黑衣服的人坐在雪地里喊叫着。
Kpnd15O9aYE_000013_000023#zh#3 一群人在雪地里其中一个长头发的女孩儿在雪地里滑雪。
Kpnd15O9aYE_000013_000023#zh#4 一个女人在一片白色的雪地上滑行。
Kpnd15O9aYE_000013_000023#zh#5 一个女孩在被雪覆盖的田野里滑雪橇。
Kpnd15O9aYE_000013_000023#zh#6 两个孩子正在大雪覆盖的田野上玩雪橇。
Kpnd15O9aYE_000013_000023#zh#7 有些人在雪地里玩, 从浅坡上滑下来。
Kpnd15O9aYE_000013_000023#zh#8 一个女孩正在雪橇上躺在雪橇上，同时对着镜头说话。
Kpnd15O9aYE_000013_000023#zh#9 一个人在滑雪，然后转过头，笑着，嘴里在说着什么。
lP45_ktmS1w_000016_000026#zh#0 房间内，两个小男孩，站在地板上玩耍。
lP45_ktmS1w_000016_000026#zh#1 一名白色衣服男孩和桔色衣服男孩在玩游戏。
lP45_ktmS1w_000016_000026#zh#2 两个穿短袖短裤的人在家里玩猜硬币。
lP45_ktmS1w_000016_000026#zh#3 两个人面对面站着，其中一个向上扔了什么东西又掉到了地上，之后弯腰将这个东西捡了起来。
lP45_ktmS1w_000016_000026#zh#4 室内两个人对面站着做动作，然后捡起地上的东西玩耍。
lP45_ktmS1w_000016_000026#zh#5 两个小男孩面对面, 一个人翻转一枚硬币使它掉下，从地板上拿出来观看反正然后宣布另一个是赢家。
lP45_ktmS1w_000016_000026#zh#6 两个孩子在说话，其中一个掉了东西，他们捡起来，然后大笑。
lP45_ktmS1w_000016_000026#zh#7 两个穿短袖的小孩在房间里玩耍和嬉笑。
lP45_ktmS1w_000016_000026#zh#8 男孩子们用双手做手势, 俯身拿起物体, 然后站着傻笑。
lP45_ktmS1w_000016_000026#zh#9 在室内，两个男孩在一起玩耍，他们从地上捡起一些东西，大笑起来。
lUeIoyXODec_000001_000011#zh#0 一个足球教练正在给足球队员叫技巧。
lUeIoyXODec_000001_000011#zh#1 一个人拿着一枚硬币向空中抛出后坠地。
lUeIoyXODec_000001_000011#zh#2 一个戴着白色帽子的人正在把一枚硬币抛向空中。
lUeIoyXODec_000001_000011#zh#3 在一个宽阔的球场，一群人在投硬币。
lUeIoyXODec_000001_000011#zh#4 一个穿着竖条纹上衣戴着帽子的男子正向上抛起来一个白色的球。
lUeIoyXODec_000001_000011#zh#5 在体育场上，一个男人向空中扔了一枚硬币，并掉在了地上。
lUeIoyXODec_000001_000011#zh#6 当两支球队准备比赛时, 教练掷硬币然后硬币掉在地上。
lUeIoyXODec_000001_000011#zh#7 一名裁判正在说话，并拿起一枚硬币把它扔到地上。
lUeIoyXODec_000001_000011#zh#8 一个被一群人围着的裁判，然后裁判将手中的东西抛向空中看着它落在什么地方。
lUeIoyXODec_000001_000011#zh#9 裁判翻转硬币, 以确定谁先拿到球, 以及从哪一端获得球。
bbu7lxDJ3_A_000001_000011#zh#0 一个穿着黑色上衣的男人手拿硬币，将硬币跑向空中。
bbu7lxDJ3_A_000001_000011#zh#1 一个人拿着一个硬币展示硬币的正反面，然后抛向空中再接住。
bbu7lxDJ3_A_000001_000011#zh#2 一个穿着黑色衣服的男人正站在室内。
bbu7lxDJ3_A_000001_000011#zh#3 有个戴着戒指身穿黑色短袖的人手中拿了枚硬币。
bbu7lxDJ3_A_000001_000011#zh#4 一个戴着手表穿着黑色短袖的男子正拿着一枚硬币。
bbu7lxDJ3_A_000001_000011#zh#5 一个人正在演示如何抛一枚带记号的硬币。
bbu7lxDJ3_A_000001_000011#zh#6 一个男人手里拿着一枚硬币，用一只手翻转它。
bbu7lxDJ3_A_000001_000011#zh#7 一名男子站立并演示将硬币翻转为一种技巧。
bbu7lxDJ3_A_000001_000011#zh#8 一个男人拿着一枚硬币，拿着硬币并来回翻转。
bbu7lxDJ3_A_000001_000011#zh#9 一个穿着黑色衣服的人站着，手里拿着一枚硬币抛了出去然后落在手上。
7WOty3qVdts_000000_000010#zh#0 一个男子正在训练一条狗如何穿过腿下面。
7WOty3qVdts_000000_000010#zh#1 一名穿黑色上衣的男子在训练一只黑色的大狼狗。
7WOty3qVdts_000000_000010#zh#2 一个穿着黑色外套、蓝色牛仔裤的男人在逗一条狗玩。
7WOty3qVdts_000000_000010#zh#3 一个穿黑色衣服的男人跪在地上，他身旁有一只狗正在舔他的手。
7WOty3qVdts_000000_000010#zh#4 一个穿着蓝色牛仔裤的男子正单腿跪地和一只狗玩。
7WOty3qVdts_000000_000010#zh#5 一个单膝跪地男子和一只狗表演杂技。
7WOty3qVdts_000000_000010#zh#6 一个人单膝跪下, 和狗玩, 或者训练一只狗。
7WOty3qVdts_000000_000010#zh#7 一个单膝跪地的人正在和他的狗玩耍。
7WOty3qVdts_000000_000010#zh#8 一个穿着黑色衣服的男人正在逗他的狗。
7WOty3qVdts_000000_000010#zh#9 一个男人单膝跪在地上，右手拿着食物在挑逗一只狗。
D3EeiT6hZI4_000104_000114#zh#0 一个身穿黑色衣服的人在喂一只黄色的小狗吃东西。
D3EeiT6hZI4_000104_000114#zh#1 一只小狗坐在地上，一个人给它喂食，然后命令它坐下。
D3EeiT6hZI4_000104_000114#zh#2 一个人给蹲在床边的一条狗喂食了东西。
D3EeiT6hZI4_000104_000114#zh#3 一只手在给棕色的小狗喂食，小狗吃过后坐了下来。
D3EeiT6hZI4_000104_000114#zh#4 房间里，一个人在给一只坐着的狗喂食。
D3EeiT6hZI4_000104_000114#zh#5 一个坐着的棕色小狗吃了一个零食后，被命令要坐下，小狗短暂站立后坐了下去。
D3EeiT6hZI4_000104_000114#zh#6 一个男子正在跟一个坐在他旁边的狗狗喂食物。
D3EeiT6hZI4_000104_000114#zh#7 一个人给一个狗喂了食物并命令让它趴下。
D3EeiT6hZI4_000104_000114#zh#8 一个人给一个蹲着沙发旁的狗喂东西吃。
D3EeiT6hZI4_000104_000114#zh#9 当一个人让狗躺下时，一只狗会得到一种享受，然后服从人的声音。
X4052giOzGA_000017_000027#zh#0 一个女的抓好绳索，顺着滑丝绳滑了下去。
X4052giOzGA_000017_000027#zh#1 一个女人在旁人的帮助下在器械上练习体操动作。
X4052giOzGA_000017_000027#zh#2 一个人的在一个杆上的刮着并来了个倒挂金钩。
X4052giOzGA_000017_000027#zh#3 在晴空万里下，两个人用铁丝和单杠来运动。
X4052giOzGA_000017_000027#zh#4 蓝蓝的天空下，有两个人正在表演杂技。
X4052giOzGA_000017_000027#zh#5 一个女人在高空中玩耍，她看着一点也不害怕。
X4052giOzGA_000017_000027#zh#6 一位女士站在一个台子上，悬在空中，然后荡秋千，上下颠倒。
X4052giOzGA_000017_000027#zh#7 一名女子在空中练习着在秋千上做空中飞人的杂技表演。
X4052giOzGA_000017_000027#zh#8 一个穿着短裤的女人在高空中用腿吊着倒立着。
X4052giOzGA_000017_000027#zh#9 一个人拿着杆的从平台上跳下来，然后来回晃动。
w0axq1_jyCs_000008_000018#zh#0 在室内，一个人在空中做着翻滚动作，并弹跳起来。
w0axq1_jyCs_000008_000018#zh#1 一个穿着白色上衣的男子抓着握把从高空荡下，空翻之后落在弹床上。
w0axq1_jyCs_000008_000018#zh#2 一个身穿白色上衣的人正在练习蹦床。
w0axq1_jyCs_000008_000018#zh#3 一个男人降落在了蹦床上，然后又被蹦床弹了起来。
w0axq1_jyCs_000008_000018#zh#4 一个人抓着横杆往下跳，他翻了个跟头落在了跳床上。
w0axq1_jyCs_000008_000018#zh#5 一个男人正在使用梯形的器材进行锻炼。
w0axq1_jyCs_000008_000018#zh#6 一个人在高空中荡秋千然后跳了下来。
w0axq1_jyCs_000008_000018#zh#7 一个人从空中翻下来, 降落在下面的网里。
w0axq1_jyCs_000008_000018#zh#8 一位空中飞人艺术家在高空演练并从上面掉进了安全网里。
w0axq1_jyCs_000008_000018#zh#9 一个穿白色上衣的人拉着一根绳子在跳跃，然后摔到蹦床上。
PAJ3uH0tVc4_000025_000035#zh#0 一个人双手抓住挂在绳上的棍子左右摇摆，然后落在网上。
PAJ3uH0tVc4_000025_000035#zh#1 两个人在一个场地上，其中一个人在空中左右摇摆，另一个人在下面拽着绳子。
PAJ3uH0tVc4_000025_000035#zh#2 一个穿着白色上衣的男人吊在空中摇摆。
PAJ3uH0tVc4_000025_000035#zh#3 在宽敞的室外，一个光着上身的男人，一个抓着绳索做着动作的男人。
PAJ3uH0tVc4_000025_000035#zh#4 一个穿着白色衣服的人正在空中表演着杂技。
PAJ3uH0tVc4_000025_000035#zh#5 一个人在秋千上做出一些高难的动作。
PAJ3uH0tVc4_000025_000035#zh#6 一个人系着安全带在空中荡秋千，掉落下来下面有安全网接住。
PAJ3uH0tVc4_000025_000035#zh#7 一个男人人在绳子上晃来晃去，并且降落在网中。
PAJ3uH0tVc4_000025_000035#zh#8 一个人正在外面用大型蹦床荡秋千。
PAJ3uH0tVc4_000025_000035#zh#9 舞台表演者向后摆动，然后却跌倒在网面上。
n753IrV58Gk_000013_000023#zh#0 两个人在玩杂技引起周围阵阵掌声。
n753IrV58Gk_000013_000023#zh#1 两个人在空中摇晃，其中一个人跳了出去，另一个人用手接住，之后落到了弹簧床上面。
n753IrV58Gk_000013_000023#zh#2 两个人身上绑着绳索正在做空中抛接动作。
n753IrV58Gk_000013_000023#zh#3 一个穿着深色衣服的人正在练杂耍。
n753IrV58Gk_000013_000023#zh#4 一个人被吊在空中，这个人在玩杂技。
n753IrV58Gk_000013_000023#zh#5 一个人在空中翻跟头，被另外一个抓紧，然后做吊车工作。
n753IrV58Gk_000013_000023#zh#6 一名男子在高空中做着翻转动作被对面的人接住。
n753IrV58Gk_000013_000023#zh#7 一个附着在背甲上的男子在秋千上荡来荡去，当人们为他欢呼的时候，他抓住另一个秋千的人。
n753IrV58Gk_000013_000023#zh#8 两个人在高空中跳跃，被另一个人在空中接住。
n753IrV58Gk_000013_000023#zh#9 两个人在做马戏团的把戏, 在人们欢呼的时候晃来晃去。
CZfe0PkjvA4_000025_000035#zh#0 一个身穿灰色衣服长着胡子的男人在刮胡子。
CZfe0PkjvA4_000025_000035#zh#1 一个男人拿着刮胡刀修剪下巴和脸颊的胡子。
